,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2021-01-10 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8571.55,,,1071.5499999999993,0.0,0.0,0.0,0.0,7500.0,0.21369212504946944,,,,,
2021-01-10 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8557.975,,,8476.974999999999,0.0,0.0,0.0,0.0,81.00000000000148,-1.942890293094024e-16,,,,,
2021-01-10 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8595.9,,,8595.9,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8550.775,,,8550.775,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8585.3,,,8585.3,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8551.75,,,8551.75,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8614.525,,,8614.525,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8608.75,,,8608.75,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8520.0,,,8520.0,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10159.775,,,10159.775,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,11111.1,,,11111.1,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,14612.5,,,14612.5,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15828.9,,,15828.9,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,14637.8,,,14637.8,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 04:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,14698.2,,,14698.2,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 05:00:00,,,,110.63333333333334,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,9332.65,,,9222.016666666666,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 05:20:00,,,,596.0833333333334,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8369.95,,,7773.866666666668,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 05:40:00,,,,1931.3333333333333,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,8185.025,,,6253.691666666667,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2021-01-10 06:00:00,,,,4126.166666666667,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,7718.825,,,3592.6583333333256,0.0,7.275957614183426e-12,0.0,0.0,0.0,-1.7517997634508034e-14,,,,,
