,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2021-01-10 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3715.625,,,0.0,0.0,0.0,0.0,0.0,3715.625,10.197533306951591,,,,,
2021-01-10 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3763.15,,,0.0,0.0,0.0,0.0,0.0,3763.15,0.26968737633557893,,,,,
2021-01-10 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3783.85,,,3681.6249999999986,0.0,0.0,0.0,0.0,102.2250000000012,0.0,,,,,
2021-01-10 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3760.325,,,3760.325,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3728.425,,,3728.425,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3768.375,,,3768.375,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3711.4,,,3711.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3712.8,,,3712.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3722.975,,,3722.975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,5371.225,,,5371.225,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,6278.325,,,6278.325,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,9644.35,,,9644.35,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,11859.225,,,11859.225,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10426.275,,,10426.275,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 04:40:00,,,,1.175,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,9608.05,,,9606.875,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 05:00:00,,,,218.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,4402.025,,,4183.525,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 05:20:00,,,,714.325,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3606.825,,,2892.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 05:40:00,,,,2047.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,3475.85,,,1428.8500000000058,0.0,-5.9117155615240335e-12,-5.9117155615240335e-12,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 06:00:00,,,,4246.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3374.775,,,0.0,-871.4749999999999,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 06:20:00,,,,6942.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,2786.125,,,0.0,-4156.375,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 06:40:00,,,,9780.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,2218.85,,,0.0,-7561.4,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 07:00:00,,,,12575.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,1553.15,,,0.0,-11021.85,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 07:20:00,,,,15367.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,911.375,,,0.0,-14456.125,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 07:40:00,,,,17702.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,440.85,,,0.0,-17261.65,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 08:00:00,,,,19787.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,-183.65,,,0.0,-19971.15,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 08:20:00,,,,21902.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,-789.075,,,0.0,-22691.575,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 08:40:00,,,,23882.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,-1374.65,,,0.0,-25257.15,0.0,0.0,0.0,0.0,1.4075513241723888e-14,,,,,
2021-01-10 09:00:00,,,,25597.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-1801.425,,,0.0,-25503.991666666665,-1894.9333333333343,-1894.9333333333343,0.0,0.0,4.511746031746048,,,,,
2021-01-10 09:20:00,,,,27057.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-2166.5,,,2.7284841053187847e-12,-25503.99166666667,-3720.008333333334,-3720.008333333334,0.0,0.0,13.368908730158747,,,,,
2021-01-10 09:40:00,,,,28120.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-2372.175,,,1.8189894035458565e-12,-25503.99166666667,-4988.1833333333325,-4988.1833333333325,0.0,0.0,25.24553571428573,,,,,
2021-01-10 10:00:00,,,,29002.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-2758.975,,,2.7284841053187847e-12,-25503.99166666667,-6257.483333333333,-6257.483333333333,0.0,0.0,40.14430555555557,,,,,
2021-01-10 10:20:00,,,,29730.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-2836.35,,,2.7284841053187847e-12,-25503.99166666667,-7062.358333333333,-7062.358333333333,0.0,0.0,56.95944444444446,,,,,
2021-01-10 10:40:00,,,,30520.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-1262.175,,,2.7284841053187847e-12,-25503.99166666667,-6278.183333333333,-6278.183333333333,0.0,0.0,71.90750000000001,,,,,
2021-01-10 11:00:00,,,,30765.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,532.075,,,1.8189894035458565e-12,-25503.99166666667,-4728.9333333333325,-4728.9333333333325,0.0,0.0,83.1668650793651,,,,,
2021-01-10 11:20:00,,,,30845.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,852.95,,,0.0,-25503.99166666667,-4488.058333333331,-4488.058333333331,0.0,0.0,93.85271825396826,,,,,
2021-01-10 11:40:00,,,,30747.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,2661.65,,,0.0,-25503.99166666667,-2581.85833333333,-2581.85833333333,0.0,0.0,100.0,,,,,
2021-01-10 12:00:00,,,,30770.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,9417.7,,,1.8189894035458565e-12,-27397.93210054532,0.0,0.0,0.0,6045.632100545319,84.05056826132352,,,,,
2021-01-10 12:20:00,,,,30610.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,7942.375,,,8.185452315956354e-12,-27397.932100545324,0.0,0.0,0.0,4730.307100545316,71.5711932433963,,,,,
2021-01-10 12:40:00,,,,30412.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,-2.775,,,4.547473508864641e-12,-24726.633720742153,-5688.641279257853,-5688.641279257853,0.0,0.0,85.11557724162928,,,,,
2021-01-10 13:00:00,,,,29940.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,1417.8,,,-4.547473508864641e-13,-24726.63372074215,-3795.566279257851,-3795.566279257851,0.0,0.0,94.15263981129083,,,,,
2021-01-10 13:20:00,,,,29052.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,1869.975,,,0.0,-24726.633720742117,-2455.8912792578535,-2455.8912792578535,0.0,-3.1377567211166024e-11,100.00000000000009,,,,,
2021-01-10 13:40:00,,,,28295.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,8291.725,,,-1.8189894035458565e-12,-22274.57198758089,0.0,0.0,0.0,2271.2969875808903,94.007922470437,,,,,
2021-01-10 14:00:00,,,,27275.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,5891.225,,,6.821210263296962e-13,-20102.80121879177,-1280.973781208232,-1280.973781208232,0.0,0.0,97.05786004474231,,,,,
2021-01-10 14:20:00,,,,25937.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,4599.0,,,4.547473508864641e-13,-20102.80121879177,-1235.6987812082302,-1235.6987812082302,0.0,0.0,100.0,,,,,
2021-01-10 14:40:00,,,,24412.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,4995.9,,,0.0,-20381.104570458217,0.0,0.0,0.0,964.504570458219,97.45546874961556,,,,,
2021-01-10 15:00:00,,,,22967.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,3504.85,,,-4.547473508864641e-13,-18393.946874838537,-1068.703125161464,-1068.703125161464,0.0,0.0,100.0,,,,,
2021-01-10 15:20:00,,,,21032.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,4533.225,,,-4.547473508864641e-11,-16499.27499999998,0.0,0.0,0.0,2.364686224609613e-11,99.99999999999994,,,,,
2021-01-10 15:40:00,,,,18780.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,5313.775,,,0.0,-13466.224999999948,0.0,0.0,0.0,-5.275069270282984e-11,100.00000000000009,,,,,
2021-01-10 16:00:00,,,,16415.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,,,,,,,,12435.275,,,0.0,-3979.7249999999913,0.0,0.0,0.0,0.0,100.00000000000009,,,,,
2021-01-10 16:20:00,,,,13872.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,7347.875,,,0.0,-6524.625,0.0,0.0,0.0,0.0,100.0,,,,,
2021-01-10 16:40:00,,,,11129.75,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,18805.05,,,175.29999999999927,0.0,0.0,0.0,0.0,7500.0,80.21369212504948,,,,,
2021-01-10 17:00:00,,,,8277.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,12316.65,,,0.0,0.0,0.0,0.0,0.0,4039.6499999999996,69.55639097744363,,,,,
2021-01-10 17:20:00,,,,5491.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,5084.225,,,0.0,0.0,-407.27499999999964,-407.27499999999964,0.0,0.0,70.52609335839601,,,,,
2021-01-10 17:40:00,,,,2977.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3482.425,,,0.0,0.0,0.0,0.0,0.0,504.6750000000002,69.19467270149059,,,,,
2021-01-10 18:00:00,,,,1221.875,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3516.125,,,0.0,0.0,0.0,0.0,0.0,2294.25,63.14204112254322,,,,,
2021-01-10 18:20:00,,,,570.225,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3812.5,,,0.0,0.0,0.0,0.0,0.0,3242.275,54.58835427384252,,,,,
2021-01-10 18:40:00,,,,306.65,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,19905.025,,,12098.375,0.0,0.0,0.0,0.0,7500.0,34.80204639889199,,,,,
2021-01-10 19:00:00,,,,42.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,12140.025,,,4598.025,0.0,0.0,0.0,0.0,7500.0,15.015738523941458,,,,,
2021-01-10 19:20:00,,,,0.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3825.85,,,0.0,0.0,0.0,0.0,0.0,3825.85,4.922479059490859,,,,,
2021-01-10 19:40:00,,,,0.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,3814.925,,,1949.0593124999898,0.0,0.0,0.0,0.0,1865.8656875000104,0.0,,,,,
2021-01-10 20:00:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,3816.225,,,3816.225,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 20:20:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,5482.675,,,5482.675,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021-01-10 20:40:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,4007.1,,,4007.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
